CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
5463327,01/13/2016 09:37:30 PM,,01/13/2016 09:38:25 PM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,"3030 CABRILLO ST, SAN FRANCISCO, CA, 94121",1,Outer Richmond,"(37.774242074154, -122.49129154492)",Voice In,
5463275,01/13/2016 08:34:03 PM,,01/15/2016 02:29:36 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,Intersection of NELSON RISING LN and OWENS ST,6,Mission Bay,"(37.7693818917819, -122.395695136448)",Voice In,
5463265,01/13/2016 08:26:44 PM,,01/15/2016 04:57:28 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,Intersection of MISSION BAY DR and 7TH ST,6,Mission Bay,"(37.769390897877, -122.39861732885)",Voice In,
5463243,01/13/2016 08:06:46 PM,,01/15/2016 04:54:52 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,Intersection of MISSION BAY DR and 7TH ST,6,Mission Bay,"(37.769390897877, -122.39861732885)",Voice In,
5463236,01/13/2016 08:00:17 PM,,01/19/2016 03:00:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of 12TH ST and SOUTH VAN NESS AVE,6,South of Market,"(37.7722220952203, -122.41835214913)",Open311,
5463131,01/13/2016 06:49:23 PM,,01/13/2016 06:50:26 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of GENEVA AVE and SAN JOSE AVE,11,Cayuga,"(37.7207241885324, -122.446608626369)",Voice In,
5463085,01/13/2016 06:18:23 PM,,01/14/2016 10:20:40 AM,Open,open,311 Supervisor Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of TREAT WAY and 26TH ST,9,Mission,"(37.7493696888936, -122.412687051299)",Voice In,
5463051,01/13/2016 05:59:45 PM,,01/13/2016 05:59:45 PM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,Not associated with a specific address,0,,,Web Self Service,
5463032,01/13/2016 05:48:16 PM,,01/14/2016 08:34:53 AM,Open,open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of FARVIEW CT and MARVIEW WAY,7,Clarendon Heights,"(37.7558838902601, -122.449576016873)",Open311,
5461346,01/13/2016 11:33:30 AM,,01/26/2016 03:00:00 PM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of JUDAH ST and 38TH AVE,4,Outer Sunset,"(37.7608033276544, -122.497353254212)",Voice In,
5460750,01/13/2016 09:55:14 AM,,01/13/2016 09:55:14 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Not associated with a specific address,0,,,Web Self Service,
5459345,01/12/2016 07:25:26 PM,,01/12/2016 07:25:26 PM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,"32 SHERIDAN ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.772755458394, -122.411130715311)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5695c39cdf8628a3a2dc1014/report.jpg
5459302,01/12/2016 07:00:31 PM,,01/19/2016 11:27:01 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of 41ST AVE and BALBOA ST,1,Outer Richmond,"(37.7755199076608, -122.501597738474)",Voice In,
5459222,01/12/2016 06:15:56 PM,,01/12/2016 06:16:25 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"73 TERESITA BLVD, SAN FRANCISCO, CA, 94127",7,Miraloma Park,"(37.744025626037, -122.451176147214)",Voice In,
5457685,01/12/2016 12:38:17 PM,,01/12/2016 08:34:59 PM,Open,Open,RPD Park Service Area 2 Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"Utah and 18th Mini Park, , SAN FRANCISCO, CA, 94110",10,Potrero Hill,"(37.762517422, -122.4059977)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5695642edf8628a3a2dc0729/report.jpg
5457214,01/12/2016 11:04:43 AM,,01/12/2016 11:04:43 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,"471 HICKORY ST, SAN FRANCISCO, CA, 94102",5,Hayes Valley,"(37.77485230144, -122.427052674609)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56954e43df8628a3a2dc0363/report.jpg
5455710,01/11/2016 09:49:05 PM,,01/12/2016 05:53:20 PM,Open,open,DPW - Bureau of Building Repair,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"2734 ANDREW ST, SAN FRANCISCO, CA, 94110",10,Potrero Hill,"(37.749581371603, -122.404290119386)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/569493cbdf8628a3a2dbf41e/report.jpg
5455707,01/11/2016 09:48:34 PM,,01/12/2016 07:41:07 PM,Open,open,DPW - Bureau of Building Repair,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"2734 ANDREW ST, SAN FRANCISCO, CA, 94110",10,Potrero Hill,"(37.749581371603, -122.404290119386)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/569493a8df8628a3a2dbf40f/report.jpg
5455668,01/11/2016 09:18:48 PM,,01/11/2016 09:18:48 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"820 JUNIPERO SERRA BLVD, SAN FRANCISCO, CA, 94132",7,,"(37.723266506, -122.472797837)",Open311,
5455374,01/11/2016 06:47:55 PM,,01/11/2016 06:51:37 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"69 TERESITA BLVD, SAN FRANCISCO, CA, 94127",7,Miraloma Park,"(37.744095593077, -122.451184245917)",Voice In,
5455342,01/11/2016 06:28:13 PM,,01/11/2016 06:29:03 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of SATURN ST and ROOSEVELT WAY,8,Buena Vista,"(37.7624958297085, -122.444667668808)",Voice In,
5453981,01/11/2016 12:59:13 PM,,01/11/2016 01:03:54 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of JUNIPERO SERRA BLVD and OCEAN AVE,7,Merced Manor,"(37.7312054765231, -122.472160169375)",Voice In,
5452135,01/11/2016 06:59:00 AM,,01/11/2016 06:59:00 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Metal Pole,"755 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110",9,Mission,"(37.761047773032, -122.416909823424)",Open311,
5452097,01/11/2016 06:36:04 AM,,01/11/2016 06:39:19 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of SUNSET BLVD ON RAMP and SLOAT BLVD,7,Lakeshore,"(37.7338364114598, -122.493337731089)",Voice In,
5451666,01/10/2016 08:25:34 PM,,01/25/2016 03:58:27 PM,Open,open,RPD Park Patrol Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Not associated with a specific address,0,,,Web Self Service,
5451427,01/10/2016 05:26:34 PM,,01/14/2016 03:00:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of STEVENSON ST and 1ST ST,6,Financial District,"(37.7905713259564, -122.398589472925)",Voice In,
5449939,01/10/2016 12:46:18 AM,,01/10/2016 12:46:18 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of MISSION ST and VIRGINIA AVE,9,Bernal Heights,"(37.743122600676, -122.421485554258)",Open311,
5449584,01/09/2016 06:47:26 PM,,01/09/2016 06:47:26 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of SUNSET BLVD and LAKE MERCED BLVD,7,Lakeshore,"(37.7295966810908, -122.493469922071)",Web Self Service,
5449431,01/09/2016 05:24:51 PM,,01/09/2016 05:30:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,"608 SANCHEZ ST, SAN FRANCISCO, CA, 94114",8,Dolores Heights,"(37.759263448191, -122.430552673592)",Voice In,
5447766,01/09/2016 01:35:44 AM,,01/09/2016 10:22:17 AM,Open,Open,RPD Park Service Area 2 Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,"Union Square, , SAN FRANCISCO, CA, 94108",3,Downtown / Union Square,"(37.787931145, -122.4074998)",Open311,
5447696,01/08/2016 11:02:18 PM,,01/08/2016 11:05:18 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of SUNSET BLVD and OCEAN AVE,7,Lakeshore,"(37.7319098247495, -122.493718742131)",Voice In,
5447666,01/08/2016 10:37:13 PM,,01/08/2016 10:37:13 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of 10TH ST and MINNA ST,6,South of Market,"(37.774844143673, -122.415371714447)",Open311,
5447628,01/08/2016 09:47:41 PM,,01/08/2016 09:50:11 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Not associated with a specific address,0,,,Voice In,
5443915,01/07/2016 07:42:44 PM,,01/07/2016 07:44:07 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,Intersection of BEALE ST and MISSION ST,6,Financial District,"(37.7911527362389, -122.395813399512)",Voice In,
5443848,01/07/2016 07:12:34 PM,,01/07/2016 07:12:35 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"699 8TH ST, SAN FRANCISCO, CA, 94103",6,Showplace Square,"(37.770482367814, -122.404179625305)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/568f28f5df867c473eda279c/report.jpg
5440564,01/07/2016 04:09:43 AM,,01/07/2016 04:12:33 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of STEVELOE PL and JONES ST,6,Tenderloin,"(37.7853538795016, -122.412881123342)",Voice In,
5440412,01/06/2016 10:00:10 PM,,01/06/2016 10:01:23 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,Intersection of SUNSET BLVD and YORBA ST,4,Parkside,"(37.735027780033, -122.493857043558)",Voice In,
5440259,01/06/2016 08:38:15 PM,,01/06/2016 08:38:15 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Not associated with a specific address,0,,,Web Self Service,
5440176,01/06/2016 07:41:57 PM,,01/06/2016 07:41:57 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,Intersection of 1ST ST and FOLSOM ST,6,South of Market,"(37.7872982773192, -122.394481414513)",Open311,
5440126,01/06/2016 06:56:53 PM,,01/06/2016 06:56:53 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of OCEAN AVE and I-280 N ON RAMP,11,Cayuga,"(37.7229572088884, -122.447272308642)",Web Self Service,https://311crm-prod.ad.sfgov.org/attachments/viewCaseNoteAttachments.jsp?caseid=5440126
5439884,01/06/2016 05:19:51 PM,,01/06/2016 07:49:29 PM,Open,Open,RPD Park Service Area 3 Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,"Kelloch and Velasco Mini Park, , SAN FRANCISCO, CA, 94134",10,Visitacion Valley,"(37.708542497, -122.4131489)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/568dbd33df867c473eda0799/report.jpg
5439470,01/06/2016 03:43:07 PM,,01/06/2016 04:25:45 PM,Open,new,RPD GGP Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of 8TH AVE and LINCOLN WAY,5,Inner Sunset,"(37.7659700386628, -122.465376734612)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/568da685df867c473eda052c/report.jpg
5439051,01/06/2016 02:17:28 PM,,01/06/2016 02:17:28 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,Intersection of 1ST ST and CLEMENTINA ST,6,South of Market,"(37.7877175093053, -122.395007836409)",Open311,
5437261,01/06/2016 09:19:20 AM,,01/06/2016 09:19:20 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,Intersection of 1ST ST and CLEMENTINA ST,6,South of Market,"(37.7877175093053, -122.395007836409)",Open311,
5437218,01/06/2016 09:10:10 AM,,01/06/2016 09:12:23 AM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of YALE ST and SILLIMAN ST,9,University Mound,"(37.7278865456182, -122.417905683028)",Voice In,
5436507,01/05/2016 11:43:28 PM,,01/05/2016 11:43:28 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,Intersection of ENCLINE CT and DEL VALE AVE,7,Miraloma Park,"(37.7417717010548, -122.447800299421)",Web Self Service,
5436332,01/05/2016 09:34:30 PM,,01/05/2016 09:34:31 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,Intersection of 1ST ST and CLEMENTINA ST,6,South of Market,"(37.7877175093053, -122.395007836409)",Open311,
5436225,01/05/2016 08:30:21 PM,,01/05/2016 08:30:21 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Not associated with a specific address,0,,,Web Self Service,
5436145,01/05/2016 07:38:29 PM,,01/05/2016 07:39:46 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"20 MARIETTA DR, SAN FRANCISCO, CA, 94127",7,Miraloma Park,"(37.742222252424, -122.450103387336)",Voice In,
5435449,01/05/2016 04:10:23 PM,,01/05/2016 04:10:23 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Not associated with a specific address,0,,,Web Self Service,
5435264,01/05/2016 03:35:01 PM,,01/06/2016 04:28:42 PM,Open,accepted,RPD GGP Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,Intersection of 25TH AVE and CROSSOVER DR,1,Golden Gate Park,"(37.7725691389286, -122.484194342533)",Voice In,
5432608,01/05/2016 07:02:53 AM,,01/05/2016 07:04:33 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of MARIETTA DR and ENCLINE CT,7,Miraloma Park,"(37.7418958255401, -122.449081712613)",Voice In,
5432074,01/04/2016 07:06:24 PM,,01/04/2016 07:08:01 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,"100 ENCLINE CT, SAN FRANCISCO, CA, 94127",7,Miraloma Park,"(37.741869333737, -122.447965021766)",Voice In,
5428097,01/03/2016 10:17:24 PM,,01/25/2016 03:00:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"74 PIEDMONT ST, SAN FRANCISCO, CA, 94117",8,Buena Vista,"(37.76535338263, -122.445446704469)",Web Self Service,
5427955,01/03/2016 07:56:02 PM,,01/03/2016 07:56:02 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of OAK ST and OCTAVIA ST,5,Hayes Valley,"(37.774824748193, -122.424136402069)",Open311,
5425213,01/02/2016 03:13:40 PM,,01/19/2016 03:00:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"434 BROADWAY, SAN FRANCISCO, CA, 94133",3,North Beach,"(37.798268497368, -122.404495426934)",Web Self Service,
5423420,01/01/2016 06:31:09 PM,,01/07/2016 02:25:49 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of VALENCIA ST and DUBOCE AVE,9,Mission Dolores,"(37.769867715794, -122.422364974081)",Voice In,
5421479,12/31/2015 09:00:29 PM,,12/31/2015 09:00:30 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of CENTRAL AVE and FELL ST,5,Panhandle,"(37.7732119244033, -122.444216319797)",Open311,
5421478,12/31/2015 08:59:08 PM,,12/31/2015 08:59:08 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"1588 FELL ST, SAN FRANCISCO, CA, 94117",5,Panhandle,"(37.773363704061, -122.443958520838)",Open311,
5421475,12/31/2015 08:56:16 PM,,12/31/2015 08:56:16 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"1550 FELL ST, SAN FRANCISCO, CA, 94117",5,Panhandle,"(37.77337032133, -122.443417411869)",Open311,
5418543,12/30/2015 08:28:05 PM,,12/30/2015 08:28:46 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,"3550 MARKET ST, SAN FRANCISCO, CA, 94131",8,Clarendon Heights,"(37.75638021839, -122.441767831234)",Voice In,
5418207,12/30/2015 05:18:13 PM,,12/30/2015 05:19:34 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"119 WINFIELD ST, SAN FRANCISCO, CA, 94110",9,Bernal Heights,"(37.743001723811, -122.418142841235)",Voice In,
5417274,12/30/2015 01:53:35 PM,,12/30/2015 01:53:35 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of 16TH ST and DAGGETT ST,10,Potrero Hill,"(37.7664299609655, -122.396896984972)",Open311,
5416882,12/30/2015 12:24:08 PM,,12/30/2015 12:26:22 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"827 FOERSTER ST, SAN FRANCISCO, CA, 94127",7,Miraloma Park,"(37.736547419338, -122.448483325664)",Voice In,
5415184,12/29/2015 08:12:25 PM,,12/29/2015 08:12:25 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"273 GREEN ST, SAN FRANCISCO, CA, 94133",3,Telegraph Hill,"(37.800083549749, -122.403945814739)",Web Self Service,
5414737,12/29/2015 05:18:11 PM,,12/29/2015 05:18:11 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,Not associated with a specific address,0,,,Web Self Service,
5414351,12/29/2015 04:02:50 PM,,12/29/2015 04:02:50 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,Intersection of 1ST ST and CLEMENTINA ST,6,South of Market,"(37.7877175093053, -122.395007836409)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56831f25df86e72091fe9b24/photo_20151229_160240.jpg
5414262,12/29/2015 03:46:01 PM,,12/29/2015 03:46:01 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Not associated with a specific address,0,,,Web Self Service,
5412703,12/29/2015 10:37:49 AM,,12/29/2015 10:37:49 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of CABRILLO ST and LA PLAYA,1,Outer Richmond,"(37.7732594983185, -122.510036907962)",Web Self Service,
5412648,12/29/2015 10:21:22 AM,,12/29/2015 10:22:23 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"877 FOERSTER ST, SAN FRANCISCO, CA, 94127",7,Miraloma Park,"(37.736171767613, -122.447333470034)",Voice In,
5411925,12/29/2015 04:33:14 AM,,12/29/2015 11:46:28 AM,Open,open,SFMTA - Muni System Feedback Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of DON CHEE WAY and THE EMBARCADERO,3,Financial District,"(37.7942298438146, -122.393263603248)",Open311,
5411910,12/29/2015 03:44:06 AM,,12/29/2015 03:44:06 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"1054 CLAY ST, SAN FRANCISCO, CA, 94108",3,Nob Hill,"(37.793805033404, -122.410561725624)",Open311,
5411804,12/28/2015 11:14:02 PM,,12/28/2015 11:15:27 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of FOERSTER ST and TERESITA BLVD,7,Miraloma Park,"(37.7356023012761, -122.446405507704)",Voice In,
5411801,12/28/2015 11:05:38 PM,,12/28/2015 11:06:44 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of VAN NESS AVE and TURK ST,5,Cathedral Hill,"(37.7819608703767, -122.420638088249)",Voice In,
5411290,12/28/2015 05:21:46 PM,,12/28/2015 05:22:03 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"1666 MARKET ST, SAN FRANCISCO, CA, 94102",5,Civic Center,"(37.773485855927, -122.421744451628)",Voice In,
5411285,12/28/2015 05:20:43 PM,,12/28/2015 05:21:31 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of MARKET ST and ROSE ST,5,Civic Center,"(37.7737748502413, -122.421089462665)",Voice In,
5411269,12/28/2015 05:18:00 PM,,12/28/2015 05:18:44 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"1600 MARKET ST, SAN FRANCISCO, CA, 94103",5,Civic Center,"(37.774047424729, -122.42103376514)",Voice In,
5411265,12/28/2015 05:17:25 PM,,12/28/2015 05:17:26 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"860 FOERSTER ST, SAN FRANCISCO, CA, 94127",7,Miraloma Park,"(37.736269226341, -122.447624587053)",Web Self Service,
5411257,12/28/2015 05:15:24 PM,,12/28/2015 05:17:06 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of MARKET ST and FRANKLIN ST,6,South of Market,"(37.7740078350444, -122.420698900164)",Voice In,
5411253,12/28/2015 05:14:08 PM,,12/28/2015 05:14:46 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"1586 MARKET ST, SAN FRANCISCO, CA, 94102",5,Civic Center,"(37.774595972232, -122.420538807655)",Voice In,
5411248,12/28/2015 05:12:30 PM,,12/28/2015 05:13:26 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of VAN NESS AVE and MARKET ST,6,South of Market,"(37.7751471409965, -122.419255494655)",Voice In,
5411238,12/28/2015 05:10:39 PM,,12/28/2015 05:11:33 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"1540 MARKET ST, SAN FRANCISCO, CA, 94102",5,Civic Center,"(37.774882275297, -122.419923254403)",Voice In,
5410558,12/28/2015 02:31:30 PM,,12/28/2015 02:33:02 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of FOERSTER ST and TERESITA BLVD,7,Miraloma Park,"(37.7356023012761, -122.446405507704)",Voice In,
5410553,12/28/2015 02:30:21 PM,,12/28/2015 02:31:02 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of FOERSTER ST and GATUN ALY,7,Miraloma Park,"(37.7366019195445, -122.448000998782)",Voice In,
5410537,12/28/2015 02:26:52 PM,,12/28/2015 02:29:50 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"895 FOERSTER ST, SAN FRANCISCO, CA, 94127",7,Miraloma Park,"(37.735690162973, -122.446635851908)",Voice In,
5410015,12/28/2015 12:47:07 PM,,12/28/2015 12:48:14 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of MISSION ST and LAURA ST,11,Outer Mission,"(37.7096797663765, -122.450095531312)",Voice In,
5408810,12/28/2015 08:30:45 AM,,12/29/2015 11:42:16 AM,Open,open,RPD GGP Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"GGP 9th Ave Fulton Playground, , SAN FRANCISCO, CA, 94122",1,Golden Gate Park,"(37.773087775, -122.467231)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/568163acdf86e72091fe76b3/report.jpg
5408800,12/28/2015 08:29:19 AM,,12/28/2015 08:31:12 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"800 FOERSTER ST, SAN FRANCISCO, CA, 94127",7,Miraloma Park,"(37.736135813899, -122.448555895964)",Voice In,
